Name,First Name,Last Name,Team,Position,OVR
Fred Taylor,Fred,Taylor,Jaguars,HB,88
Jonathan Stewart,Jonathan,Stewart,Panthers,HB,88
Darren McFadden,Darren,McFadden,Raiders,HB,88
Rashard Mendenhall,Rashard,Mendenhall,Steelers,HB,87
Jamaal Charles,Jamaal,Charles,Chiefs,HB,87
Ricky Williams,Ricky,Williams,Dolphins,HB,87
M Forte,M,Forte,Bears,HB,86
Clinton Portis,Clinton,Portis,Redskins,HB,85
Arian Foster,Arian,Foster,Texans,HB,85
Jahvid Best,Jahvid,Best,Lions,HB,85
Marion Barber,Marion,Barber,Cowboys,HB,84
LeSean McCoy,LeSean,McCoy,Eagles,HB,84
Pierre Thomas,Pierre,Thomas,Saints,HB,84
Arian Foster,Arian,Foster,Texans,HB,84
Willis McGahee,Willis,McGahee,Ravens,HB,83
F Jackson,F,Jackson,Bills,HB,83
Felix Jones,Felix,Jones,Cowboys,HB,83
Ahmad Bradshaw,Ahmad,Bradshaw,Giants,HB,83
Willis McGahee,Willis,McGahee,Ravens,HB,83
Brian Westbrook,Brian,Westbrook,49ers,HB,83
Jerome Harrison,Jerome,Harrison,Browns,HB,83
Darren McFadden,Darren,McFadden,Raiders,HB,83
K Moreno,K,Moreno,Broncos,HB,82
Brandon Jacobs,Brandon,Jacobs,Giants,HB,82
Beanie Wells,Beanie,Wells,Cardinals,HB,82
LaDainian Tomlinson,LaDainian,Tomlinson,Jets,HB,82
LaDainian Tomlinson,LaDainian,Tomlinson,Jets,HB,82
Beanie Wells,Beanie,Wells,Cardinals,HB,82
Brandon Jacobs,Brandon,Jacobs,Giants,HB,82
M Lynch,M,Lynch,Bills,HB,81
Ahmad Bradshaw,Ahmad,Bradshaw,Giants,HB,81
Shonn Greene,Shonn,Greene,Jets,HB,81
Marshawn Lynch,Marshawn,Lynch,Seahawks,HB,81
Larry Johnson,Larry,Johnson,Redskins,HB,81
LaDainian Tomlinson,LaDainian,Tomlinson,Jets,HB,82
Beanie Wells,Beanie,Wells,Cardinals,HB,82
Brandon Jacobs,Brandon,Jacobs,Giants,HB,82
M Lynch,M,Lynch,Bills,HB,81
Ahmad Bradshaw,Ahmad,Bradshaw,Giants,HB,81
Shonn Greene,Shonn,Greene,Jets,HB,81
Marshawn Lynch,Marshawn,Lynch,Seahawks,HB,81
Larry Johnson,Larry,Johnson,Redskins,HB,81
C Spiller,C,Spiller,Bills,HB,79
C Taylor,C,Taylor,Bears,HB,79
Tim Hightower,Tim,Hightower,Cardinals,HB,79
LeSean McCoy,LeSean,McCoy,Eagles,HB,79
Laurence Maroney,Laurence,Maroney,Patriots,HB,78
C Buckhalter,C,Buckhalter,Broncos,HB,78
Donald Brown,Donald,Brown,Colts,HB,78
Michael Bush,Michael,Bush,Raiders,HB,78
Brandon Jacobs,Brandon,Jacobs,Giants,HB,78
Brandon Jackson,Brandon,Jackson,Packers,HB,77
L White,L,White,Broncos,HB,77
Peyton Hillis,Peyton,Hillis,Browns,HB,77
Carnell Williams,Carnell,Williams,Buccaneers,HB,77
Ryan Mathews,Ryan,Mathews,Chargers,HB,77
Tashard Choice,Tashard,Choice,Cowboys,HB,77
Willie Parker,Willie,Parker,Redskins,HB,77
Julius Jones,Julius,Jones,Seahawks,HB,77
Mike Bell,Mike,Bell,Eagles,HB,77
Darren McFadden,Darren,McFadden,Raiders,HB,77
Fred Taylor,Fred,Taylor,Patriots,HB,77
Marion Barber,Marion,Barber,Cowboys,HB,76
Justin Forsett,Justin,Forsett,Seahawks,HB,76
Steve Slaton,Steve,Slaton,Texans,HB,76
Derrick Ward,Derrick,Ward,Buccaneers,HB,75
Jerious Norwood,Jerious,Norwood,Falcons,HB,75
Kevin Faulk,Kevin,Faulk,Patriots,HB,75
Ryan Torain,Ryan,Torain,Redskins,HB,75
Ben Jarvis Green-Ellis,Ben,Jarvis Green-Ellis,Patriots,HB,75
B Scott,B,Scott,Bengals,HB,74
Mewelde Moore,Mewelde,Moore,Steelers,HB,74
Jason Snelling,Jason,Snelling,Falcons,HB,74
Jahvid Best,Jahvid,Best,Lions,HB,74
Maurice Morris,Maurice,Morris,Lions,HB,74
Glen Coffee,Glen,Coffee,49ers,HB,71
Toby Gerhart,Toby,Gerhart,Vikings,HB,71
Brandon Jackson,Brandon,Jackson,Packers,HB,70
B Leonard,B,Leonard,Bengals,HB,70
Montario Hardesty,Montario,Hardesty,Browns,HB,70
Ben Jarvis Green-Ellis,Ben,Jarvis Green-Ellis,Patriots,HB,69
Lynell Hamilton,Lynell,Hamilton,Saints,HB,69
Ben Tate,Ben,Tate,Texans,HB,69
J Arrington,J,Arrington,Broncos,HB,69
James Davis,James,Davis,Browns,HB,69
Jason Wright,Jason,Wright,Cardinals,HB,69
J.J. Arrington,J.J.,Arrington,Eagles,HB,69
Deji Karim,Deji,Karim,Jaguars,HB,69
Rashad Jennings,Rashad,Jennings,Jaguars,HB,69
Joe McKnight,Joe,McKnight,Jets,HB,69
Michael Robinson,Michael,Robinson,49ers,HB,68
Clifton Smith,Clifton,Smith,Buccaneers,HB,68
Quinton Ganther,Quinton,Ganther,Seahawks,HB,68
Ryan Moats,Ryan,Moats,Vikings,HB,68
Patrick Cobbs,Patrick,Cobbs,Dolphins,HB,68
Eldra Buckley,Eldra,Buckley,Eagles,HB,68
Rock Cartwright,Rock,Cartwright,Raiders,HB,68
Aaron Brown,Aaron,Brown,Lions,HB,67
Anthony Dixon,Anthony,Dixon,49ers,HB,67
Jonathan Dwyer,Jonathan,Dwyer,Steelers,HB,67
Arian Foster,Arian,Foster,Texans,HB,67
Javon Ringer,Javon,Ringer,Titans,HB,67
Chris Ivory,Chris,Ivory,Saints,HB,67
Kenneth Darby,Kenneth,Darby,Rams,HB,66
Jalen Parmele,Jalen,Parmele,Ravens,HB,66
Alvin Pearman,Alvin,Pearman,Titans,HB,66
Albert Young,Albert,Young,Vikings,HB,66
Marcus Mason,Marcus,Mason,Chargers,HB,66
Lex Hilliard,Lex,Hilliard,Dolphins,HB,66
Charles Scott,Charles,Scott,Eagles,HB,66
D.J. Ware,D.J.,Ware,Giants,HB,66
Kory Sheets,Kory,Sheets,Dolphins,HB,65
Jackie Battle,Jackie,Battle,Chiefs,HB,65
James Starks,James,Starks,Packers,HB,65
Mike Goodson,Mike,Goodson,Panthers,HB,65
Tyrell Sutton,Tyrell,Sutton,Panthers,HB,65
Chris Jennings,Chris,Jennings,Browns,HB,65
Mike Hart,Mike,Hart,Colts,HB,65
LeGarrette Blount,LeGarrette,Blount,Titans,HB,65
Ian Johnson,Ian,Johnson,Vikings,HB,65
Keiland Williams,Keiland,Williams,Redskins,HB,65
Chris Ogbonnaya,Chris,Ogbonnaya,Rams,HB,64
C Simpson,C,Simpson,Bills,HB,64
G Wolfe,G,Wolfe,Bears,HB,64
K Bell,K,Bell,Bears,HB,64
LaRod Stephens-Howling,LaRod,Stephens-Howling,Cardinals,HB,64
Shawnbrey McNeal,Shawnbrey,McNeal,Chargers,HB,64
Javarris Williams,Javarris,Williams,Chiefs,HB,64
Danny Woodhead,Danny,Woodhead,Jets,HB,61
Michael Bennett,Michael,Bennett,Raiders,HB,60
Devin Moore,Devin,Moore,Colts,HB,59
Louis Rankin,Louis,Rankin,Seahawks,HB,58
Darius Reynaud,Darius,Reynaud,Vikings,HB,56
R Gould,R,Gould,Bears,K,95
Nate Kaeding,Nate,Kaeding,Chargers,K,95
Nate Kaeding,Nate,Kaeding,Chargers,K,95
Rob Bironas,Rob,Bironas,Titans,K,93
Ryan Longwell,Ryan,Longwell,Vikings,K,92
Stephen Gostkowski,Stephen,Gostkowski,Patriots,K,91
Stephen Gostkowski,Stephen,Gostkowski,Patriots,K,91
Sebastian Janikowski,Sebastian,Janikowski,Raiders,K,90
Jason Hanson,Jason,Hanson,Lions,K,89
David Akers,David,Akers,Eagles,K,89
Jason Hanson,Jason,Hanson,Lions,K,89
John Kasay,John,Kasay,Panthers,K,87
Josh Brown,Josh,Brown,Rams,K,87
Phil Dawson,Phil,Dawson,Browns,K,87
Jay Feely,Jay,Feely,Cardinals,K,86
Shayne Graham,Shayne,Graham,Ravens,K,83
Phil Dawson,Phil,Dawson,Browns,K,82
Adam Vinatieri,Adam,Vinatieri,Colts,K,82
Phil Dawson,Phil,Dawson,Browns,K,82
Adam Vinatieri,Adam,Vinatieri,Colts,K,82
Phil Dawson,Phil,Dawson,Browns,K,82
Ryan Succop,Ryan,Succop,Chiefs,K,79
Neil Rackers,Neil,Rackers,Texans,K,77
Garrett Hartley,Garrett,Hartley,Saints,K,76
Jeff Reed,Jeff,Reed,Steelers,K,75
Matt Bryant,Matt,Bryant,Falcons,K,74
Josh Scobee,Josh,Scobee,Jaguars,K,74
Nick Folk,Nick,Folk,Jets,K,73
M Prater,M,Prater,Broncos,K,73
Kris Brown,Kris,Brown,Texans,K,71
Mason Crosby,Mason,Crosby,Packers,K,71
Billy Cundiff,Billy,Cundiff,Ravens,K,70
David Buehler,David,Buehler,Cowboys,K,68
Lawrence Tynes,Lawrence,Tynes,Giants,K,68
Connor Barth,Connor,Barth,Buccaneers,K,67
Graham Gano,Graham,Gano,Redskins,K,61
Rhys Lloyd,Rhys,Lloyd,Vikings,K,60
D Rayner,D,Rayner,Bengals,K,52
Richard Seymour,Richard,Seymour,Raiders,LE,92
Justin Tuck,Justin,Tuck,Giants,LE,92
Luis Castillo,Luis,Castillo,Chargers,LE,88
Aaron Smith,Aaron,Smith,Steelers,LE,87
Calais Campbell,Calais,Campbell,Cardinals,LE,86
Shaun Ellis,Shaun,Ellis,Jets,LE,86
Shaun Ellis,Shaun,Ellis,Jets,LE,86
Ray Edwards,Ray,Edwards,Vikings,LE,85
Ty Warren,Ty,Warren,Patriots,LE,84
Chris Long,Chris,Long,Rams,LE,83
Chris Long,Chris,Long,Rams,LE,83
Antonio Smith,Antonio,Smith,Texans,LE,82
Antonio Smith,Antonio,Smith,Texans,LE,82
Antonio Smith,Antonio,Smith,Texans,LE,82
Kendall Langford,Kendall,Langford,Dolphins,LE,79
Lamarr Houston,Lamarr,Houston,Raiders,LE,79
Charles Johnson,Charles,Johnson,Panthers,LE,79
Brandon Graham,Brandon,Graham,Eagles,LE,78
Lawrence Jackson,Lawrence,Jackson,Lions,LE,77
Kroy Biermann,Kroy,Biermann,Falcons,LE,77
J Bannan,J,Bannan,Broncos,LE,77
Lawrence Jackson,Lawrence,Jackson,Seahawks,LE,77
Ryan Pickett,Ryan,Pickett,Packers,LE,77
Jason Pierre-Paul,Jason,Pierre-Paul,Giants,LE,76
Charles Grant,Charles,Grant,Dolphins,LE,76
Cory Redding,Cory,Redding,Ravens,LE,76
Jimmy Wilkerson,Jimmy,Wilkerson,Saints,LE,76
Kenyon Coleman,Kenyon,Coleman,Browns,LE,75
Phillip Merling,Phillip,Merling,Dolphins,LE,75
Tyson Jackson,Tyson,Jackson,Chiefs,LE,75
Vernon Gholston,Vernon,Gholston,Jets,LE,75
Kentawn Balmer,Kentawn,Balmer,Seahawks,LE,74
M Anderson,M,Anderson,Bears,LE,74
C Dunlap,C,Dunlap,Bengals,LE,74
Adam Carriker,Adam,Carriker,Redskins,LE,74
Victor Abiamiri,Victor,Abiamiri,Eagles,LE,73
Tyler Brayton,Tyler,Brayton,Panthers,LE,73
R McBean,R,McBean,Broncos,LE,73
C Wootton,C,Wootton,Bears,LE,73
Keyunta Dawson,Keyunta,Dawson,Colts,LE,73
Marcus Spears,Marcus,Spears,Cowboys,LE,73
Phillip Daniels,Phillip,Daniels,Redskins,LE,73
Everson Griffen,Everson,Griffen,Vikings,LE,73
Ziggy Hood,Ziggy,Hood,Steelers,LE,72
Ricky Sapp,Ricky,Sapp,Eagles,LE,72
Jamaal Anderson,Jamaal,Anderson,Falcons,LE,72
Isaac Sopoaga,Isaac,Sopoaga,49ers,LE,71
Red Bryant,Red,Bryant,Seahawks,LE,71
William Hayes,William,Hayes,Titans,LE,71
Chauncey Davis,Chauncey,Davis,Falcons,LE,71
Jared DeVries,Jared,DeVries,Lions,LE,71
Jay Richardson,Jay,Richardson,Raiders,LE,71
Kroy Biermann,Kroy,Biermann,Falcons,LE,70
Derrick Harvey,Derrick,Harvey,Jaguars,LE,70
Jason Hunter,Jason,Hunter,Lions,LE,70
Victor Adeyanju,Victor,Adeyanju,Rams,LE,69
Jason Babin,Jason,Babin,Titans,LE,69
Daniel Te'o-Nesheim,Daniel,Te'o-Nesheim,Eagles,LE,68
Kentwan Balmer,Kentwan,Balmer,49ers,LE,68
Tim Crowder,Tim,Crowder,Buccaneers,LE,68
Mike Montgomery,Mike,Montgomery,Vikings,LE,68
Turk McBride,Turk,McBride,Lions,LE,68
F Rucker,F,Rucker,Bengals,LE,67
Kyle Moore,Kyle,Moore,Buccaneers,LE,67
Kenny Iwebema,Kenny,Iwebema,Cardinals,LE,67
George Selvie,George,Selvie,Rams,LE,66
Alfonso Boone,Alfonso,Boone,Chargers,LE,66
Greg Hardy,Greg,Hardy,Panthers,LE,65
I Idonije,I,Idonije,Bears,LE,65
Hall Davis,Hall,Davis,Rams,LE,64
Tim Bulman,Tim,Bulman,Texans,LE,64
Ervin Baldwin,Ervin,Baldwin,Colts,LE,64
C.J. Mosley,C.J.,Mosley,Browns,LE,63
Darryl Richard,Darryl,Richard,Patriots,LE,62
Wallace Gilberry,Wallace,Gilberry,Chiefs,LE,61
Dave Tollefson,Dave,Tollefson,Giants,LE,60
Ropati Pitoitua,Ropati,Pitoitua,Jets,LE,60
Jarius Wynn,Jarius,Wynn,Packers,LE,60
Austen Lane,Austen,Lane,Jaguars,LE,59
Jason Hatcher,Jason,Hatcher,Cowboys,LE,59
S Johnson,S,Johnson,Bills,LE,58
E.J. Wilson,E.J.,Wilson,Seahawks,LE,57
Ron Brace,Ron,Brace,Patriots,LE,57
Steve Hutchinson,Steve,Hutchinson,Vikings,LG,97
Logan Mankins,Logan,Mankins,Patriots,LG,95
Ben Grubbs,Ben,Grubbs,Ravens,LG,94
Kris Dielman,Kris,Dielman,Chargers,LG,93
Alan Faneca,Alan,Faneca,Cardinals,LG,91
Carl Nicks,Carl,Nicks,Saints,LG,91
Alan Faneca,Alan,Faneca,Cardinals,LG,91
Alan Faneca,Alan,Faneca,Cardinals,LG,89
Todd Herremans,Todd,Herremans,Eagles,LG,89
Eric Steinbach,Eric,Steinbach,Browns,LG,86
Eric Steinbach,Eric,Steinbach,Browns,LG,86
Brian Waters,Brian,Waters,Chiefs,LG,85
Justin Blalock,Justin,Blalock,Falcons,LG,85
Jacob Bell,Jacob,Bell,Rams,LG,85
Mike Iupati,Mike,Iupati,49ers,LG,84
Travelle Wharton,Travelle,Wharton,Panthers,LG,83
Wade Smith,Wade,Smith,Texans,LG,83
Shawn Andrews,Shawn,Andrews,Giants,LG,81
Ben Hamilton,Ben,Hamilton,Seahawks,LG,81
Shawn Andrews,Shawn,Andrews,Giants,LG,81
Ben Hamilton,Ben,Hamilton,Seahawks,LG,81
A Levitre,A,Levitre,Bills,LG,79
Chris Kemoeatu,Chris,Kemoeatu,Steelers,LG,79
Kasey Studdard,Kasey,Studdard,Texans,LG,78
R Hochstein,R,Hochstein,Broncos,LG,78
David Baas,David,Baas,49ers,LG,78
M Williams,M,Williams,Broncos,LG,77
F Omiyale,F,Omiyale,Bears,LG,77
N Livings,N,Livings,Bengals,LG,77
Jeremy Zuttah,Jeremy,Zuttah,Buccaneers,LG,77
Kynan Forney,Kynan,Forney,Jaguars,LG,77
Langston Walker,Langston,Walker,Raiders,LG,77
Nate Garner,Nate,Garner,Dolphins,LG,76
Tony Ugoh,Tony,Ugoh,Colts,LG,76
Mike Pollak,Mike,Pollak,Colts,LG,76
E Mathis,E,Mathis,Bengals,LG,75
Donald Thomas,Donald,Thomas,Dolphins,LG,75
Jon Asamoah,Jon,Asamoah,Chiefs,LG,75
Vladimir Ducasse,Vladimir,Ducasse,Jets,LG,75
Keydrick Vincent,Keydrick,Vincent,Buccaneers,LG,74
Mark Setterstrom,Mark,Setterstrom,Rams,LG,73
Wade Smith,Wade,Smith,Texans,LG,72
J Beekman,J,Beekman,Bears,LG,72
Rex Hadnot,Rex,Hadnot,Cardinals,LG,72
Jamey Richard,Jamey,Richard,Colts,LG,71
Daryn Colledge,Daryn,Colledge,Packers,LG,70
Terrence Metcalf,Terrence,Metcalf,Saints,LG,70
Ryan Durand,Ryan,Durand,Titans,LG,70
Mike Gibson,Mike,Gibson,Seahawks,LG,66
Tyronne Green,Tyronne,Green,Chargers,LG,66
Travis Bright,Travis,Bright,Cowboys,LG,66
Mike McGlynn,Mike,McGlynn,Eagles,LG,66
Mike Johnson,Mike,Johnson,Falcons,LG,66
Manny Ramirez,Manny,Ramirez,Lions,LG,65
Matthew Slauson,Matthew,Slauson,Jets,LG,65
K Calloway,K,Calloway,Bills,LG,65
Rich Ohrnberger,Rich,Ohrnberger,Patriots,LG,65
Roger Allen III,Roger,Allen III,Rams,LG,65
Ramon Foster,Ramon,Foster,Steelers,LG,64
Billy Yates,Billy,Yates,Browns,LG,63
Edwin Williams,Edwin,Williams,Redskins,LG,58
Jon Beason,Jon,Beason,Panthers,LOLB,97
Shaun Phillips,Shaun,Phillips,Chargers,LOLB,94
Clay Matthews,Clay,Matthews,Packers,LOLB,93
Shaun Phillips,Shaun,Phillips,Chargers,LOLB,91
Shaun Phillips,Shaun,Phillips,Chargers,LOLB,91
Daryl Smith,Daryl,Smith,Jaguars,LOLB,89
Thomas Davis,Thomas,Davis,Panthers,LOLB,87
Brian Cushing,Brian,Cushing,Texans,LOLB,87
Julian Peterson,Julian,Peterson,Lions,LOLB,86
Brian Orakpo,Brian,Orakpo,Redskins,LOLB,85
Anthony Spencer,Anthony,Spencer,Cowboys,LOLB,84
Michael Boley,Michael,Boley,Giants,LOLB,84
Jarret Johnson,Jarret,Johnson,Ravens,LOLB,82
Mike Peterson,Mike,Peterson,Falcons,LOLB,82
Jason Taylor,Jason,Taylor,Jets,LOLB,82
Jason Taylor,Jason,Taylor,Jets,LOLB,82
Jason Taylor,Jason,Taylor,Jets,LOLB,82
Manny Lawson,Manny,Lawson,49ers,LOLB,79
David Thornton,David,Thornton,Titans,LOLB,79
Sergio Kindle,Sergio,Kindle,Ravens,LOLB,78
Thomas Howard,Thomas,Howard,Raiders,LOLB,78
Mike Vrabel,Mike,Vrabel,Chiefs,LOLB,77
Bryan Thomas,Bryan,Thomas,Jets,LOLB,77
Trevor Scott,Trevor,Scott,Raiders,LOLB,77
Danny Clark,Danny,Clark,Texans,LOLB,75
Ahmad Brooks,Ahmad,Brooks,49ers,LOLB,75
R Jeanty,R,Jeanty,Bengals,LOLB,75
Clark Haggans,Clark,Haggans,Cardinals,LOLB,75
Matt Roth,Matt,Roth,Browns,LOLB,74
Cameron Wake,Cameron,Wake,Dolphins,LOLB,73
Brad Jones,Brad,Jones,Packers,LOLB,73
Antwan Barnes,Antwan,Barnes,Ravens,LOLB,72
Clint Ingram,Clint,Ingram,Saints,LOLB,72
R Ayers,R,Ayers,Broncos,LOLB,72
H Hillenmeyer,H,Hillenmeyer,Bears,LOLB,72
Rob Ninkovich,Rob,Ninkovich,Patriots,LOLB,71
Jo-Lonn Dunbar,Jo-Lonn,Dunbar,Saints,LOLB,71
Zac Diles,Zac,Diles,Texans,LOLB,71
Moise Fokou,Moise,Fokou,Eagles,LOLB,70
N Roach,N,Roach,Bears,LOLB,70
Quincy Black,Quincy,Black,Buccaneers,LOLB,70
Philip Wheeler,Philip,Wheeler,Colts,LOLB,70
Charlie Anderson,Charlie,Anderson,Dolphins,LOLB,70
Bobby Carpenter,Bobby,Carpenter,Rams,LOLB,70
Andy Studebaker,Andy,Studebaker,Chiefs,LOLB,69
Thaddeus Gibson,Thaddeus,Gibson,Steelers,LOLB,68
Bryan Kehl,Bryan,Kehl,Giants,LOLB,67
C Kelsay,C,Kelsay,Bills,LOLB,67
Pierre Woods,Pierre,Woods,Patriots,LOLB,67
Chris Chamberlain,Chris,Chamberlain,Rams,LOLB,66
Andre Frazier,Andre,Frazier,Steelers,LOLB,66
Marcus Benard,Marcus,Benard,Browns,LOLB,66
Antwan Applewhite,Antwan,Applewhite,Chargers,LOLB,66
Jamar Williams,Jamar,Williams,Panthers,LOLB,66
Russell Allen,Russell,Allen,Jaguars,LOLB,65
D Reid,D,Reid,Broncos,LOLB,65
Cody Brown,Cody,Brown,Cardinals,LOLB,65
Victor Butler,Victor,Butler,Cowboys,LOLB,65
Jamie Winborn,Jamie,Winborn,Titans,LOLB,65
Rennie Curran,Rennie,Curran,Titans,LOLB,64
Dekoda Watson,Dekoda,Watson,Buccaneers,LOLB,64
Spencer Adkins,Spencer,Adkins,Falcons,LOLB,63
Erin Henderson,Erin,Henderson,Vikings,LOLB,62
Alex Hall,Alex,Hall,Giants,LOLB,61
Larry Grant,Larry,Grant,Rams,LOLB,60
Matt McCoy,Matt,McCoy,Seahawks,LOLB,60
Cameron Sheffield,Cameron,Sheffield,Chiefs,LOLB,59
A Moats,A,Moats,Bills,LOLB,59
Adam Hayward,Adam,Hayward,Buccaneers,LOLB,59
C Ellis,C,Ellis,Bills,LOLB,58
Ashlee Palmer,Ashlee,Palmer,Lions,LOLB,58
Chris Wilson,Chris,Wilson,Redskins,LOLB,58
Jamar Chaney,Jamar,Chaney,Eagles,LOLB,56
Brandon Williams,Brandon,Williams,Cowboys,LOLB,52
Stanley Arnoux,Stanley,Arnoux,Saints,LOLB,52
Cody Glenn,Cody,Glenn,Colts,LOLB,46
R Clady,R,Clady,Broncos,LT,98
Jake Long,Jake,Long,Dolphins,LT,96
Michael Roos,Michael,Roos,Titans,LT,95
Joe Thomas,Joe,Thomas,Browns,LT,95
Jordan Gross,Jordan,Gross,Panthers,LT,95
Michael Roos,Michael,Roos,Titans,LT,95
Jammal Brown,Jammal,Brown,Redskins,LT,91
D Brickashaw Ferguson,D,Brickashaw Ferguson,Jets,LT,91
Bryant McKinnie,Bryant,McKinnie,Vikings,LT,90
Michael Oher,Michael,Oher,Ravens,LT,89
Matt Light,Matt,Light,Patriots,LT,89
Marcus McNeill,Marcus,McNeill,Chargers,LT,89
Michael Oher,Michael,Oher,Ravens,LT,89
A Whitworth,A,Whitworth,Bengals,LT,88
Jason Peters,Jason,Peters,Eagles,LT,88
Sam Baker,Sam,Baker,Falcons,LT,87
Joe Staley,Joe,Staley,49ers,LT,87
Donald Penn,Donald,Penn,Buccaneers,LT,85
Donald Penn,Donald,Penn,Buccaneers,LT,85
Charlie Johnson,Charlie,Johnson,Colts,LT,84
Chad Clifton,Chad,Clifton,Packers,LT,84
Branden Albert,Branden,Albert,Chiefs,LT,84
David Diehl,David,Diehl,Giants,LT,84
Jason Smith,Jason,Smith,Rams,LT,83
C Williams,C,Williams,Bears,LT,82
Russell Okung,Russell,Okung,Seahawks,LT,82
Eugene Monroe,Eugene,Monroe,Jaguars,LT,81
Eugene Monroe,Eugene,Monroe,Jaguars,LT,81
Mario Henderson,Mario,Henderson,Raiders,LT,79
A Collins,A,Collins,Bengals,LT,79
Levi Brown,Levi,Brown,Cardinals,LT,79
Duane Brown,Duane,Brown,Texans,LT,79
Nick Kaczur,Nick,Kaczur,Patriots,LT,78
Branden Albert,Branden,Albert,Chiefs,LT,78
Bryan Bulaga,Bryan,Bulaga,Packers,LT,78
Tra Thomas,Tra,Thomas,Chargers,LT,77
Alex Barron,Alex,Barron,Cowboys,LT,77
William Beatty,William,Beatty,Giants,LT,76
Barry Sims,Barry,Sims,49ers,LT,76
Jermon Bushrod,Jermon,Bushrod,Saints,LT,75
D Bell,D,Bell,Bills,LT,74
Charles Brown,Charles,Brown,Saints,LT,74
Guy Whimper,Guy,Whimper,Giants,LT,73
Rodger Saffold,Rodger,Saffold,Rams,LT,71
Tony Hills,Tony,Hills,Steelers,LT,70
Ray Willis,Ray,Willis,Seahawks,LT,69
Rashad Butler,Rashad,Butler,Texans,LT,69
Brandyn Dombrowski,Brandyn,Dombrowski,Chargers,LT,69
Michael Otto,Michael,Otto,Titans,LT,68
Barry Richardson,Barry,Richardson,Chiefs,LT,68
Jared Veldheer,Jared,Veldheer,Raiders,LT,68
Wayne Hunter,Wayne,Hunter,Jets,LT,67
T Polumbus,T,Polumbus,Broncos,LT,67
J Meredith,J,Meredith,Bills,LT,66
Andrew Gardner,Andrew,Gardner,Dolphins,LT,66
Jason Fox,Jason,Fox,Lions,LT,66
Will Svitek,Will,Svitek,Falcons,LT,65
L Louis,L,Louis,Bears,LT,64
Robert Brewster,Robert,Brewster,Cowboys,LT,64
Garry Williams,Garry,Williams,Panthers,LT,63
Gerald Cadogan,Gerald,Cadogan,Colts,LT,63
Xavier Fulton,Xavier,Fulton,Buccaneers,LT,62
Tony Moll,Tony,Moll,Ravens,LT,61
King Dunlap,King,Dunlap,Eagles,LT,60
Demar Dotson,Demar,Dotson,Buccaneers,LT,60
Clint Oldenburg,Clint,Oldenburg,Redskins,LT,60
Patrick Willis,Patrick,Willis,49ers,MLB,99
Ray Lewis,Ray,Lewis,Ravens,MLB,94
London Fletcher,London,Fletcher,Redskins,MLB,91
David Harris,David,Harris,Jets,MLB,91
DeMeco Ryans,DeMeco,Ryans,Texans,MLB,90
Karlos Dansby,Karlos,Dansby,Dolphins,MLB,90
B Urlacher,B,Urlacher,Bears,MLB,90
Jonathan Vilma,Jonathan,Vilma,Saints,MLB,90
Bart Scott,Bart,Scott,Jets,MLB,89
Bart Scott,Bart,Scott,Jets,MLB,89
D Williams,D,Williams,Broncos,MLB,88
Lofa Tatupu,Lofa,Tatupu,Seahawks,MLB,88
Curtis Lofton,Curtis,Lofton,Falcons,MLB,88
James Farrior,James,Farrior,Steelers,MLB,88
Gary Brackett,Gary,Brackett,Colts,MLB,87
Nick Barnett,Nick,Barnett,Packers,MLB,87
Jerod Mayo,Jerod,Mayo,Patriots,MLB,86
P Posluszny,P,Posluszny,Bills,MLB,86
Bradie James,Bradie,James,Cowboys,MLB,85
Stephen Cooper,Stephen,Cooper,Chargers,MLB,85
Gerald Hayes,Gerald,Hayes,Cardinals,MLB,85
E.J. Henderson,E.J.,Henderson,Vikings,MLB,85
D Qwell Jackson,D,Qwell Jackson,Browns,MLB,85
Stephen Cooper,Stephen,Cooper,Chargers,MLB,85
James Laurinaitis,James,Laurinaitis,Rams,MLB,85
Keith Brooking,Keith,Brooking,Cowboys,MLB,84
Takeo Spikes,Takeo,Spikes,49ers,MLB,84
Derrick Johnson,Derrick,Johnson,Chiefs,MLB,82
Lawrence Timmons,Lawrence,Timmons,Steelers,MLB,82
Lawrence Timmons,Lawrence,Timmons,Steelers,MLB,82
Derrick Johnson,Derrick,Johnson,Chiefs,MLB,82
Demorrio Williams,Demorrio,Williams,Chiefs,MLB,82
Lawrence Timmons,Lawrence,Timmons,Steelers,MLB,82
Derrick Johnson,Derrick,Johnson,Chiefs,MLB,82
Demorrio Williams,Demorrio,Williams,Chiefs,MLB,82
Rolando McClain,Rolando,McClain,Raiders,MLB,79
Rocky McIntosh,Rocky,McIntosh,Redskins,MLB,79
K Mitchell,K,Mitchell,Bills,MLB,79
Larry Foote,Larry,Foote,Steelers,MLB,79
Channing Crowder,Channing,Crowder,Dolphins,MLB,79
Stewart Bradley,Stewart,Bradley,Eagles,MLB,79
A.J. Hawk,A.J.,Hawk,Packers,MLB,79
Eric Barton,Eric,Barton,Browns,MLB,79
A Davis,A,Davis,Bills,MLB,78
Stephen Tulloch,Stephen,Tulloch,Titans,MLB,77
Derrick Johnson,Derrick,Johnson,Chiefs,MLB,76
David Bowens,David,Bowens,Browns,MLB,76
Kevin Burnett,Kevin,Burnett,Chargers,MLB,76
Brandon Siler,Brandon,Siler,Chargers,MLB,76
Gary Guyton,Gary,Guyton,Patriots,MLB,75
